deployment_id,replicas,initial_cpu,applied_cpu,initial_avg_memory_consumption,applied_memory_consumption,initial_avg_latency,applied_latency,label
54848323,2,1.75,2.54,258.12,374.27,47.26,47.13,2
50338461,3,1.29,1.79,490.01,661.5,18.86,19.35,2
40555978,5,1.23,1.75,445.08,555.04,27.06,27.54,2
10860129,2,1.56,0.86,254.76,140.12,23.4,24.11,3
41828331,2,1.92,2.78,479.76,695.65,15.42,15.27,2
18924166,5,1.82,2.37,286.76,415.09,39.67,39.13,2
84352176,1,1.56,2.77,376.86,678.39,40.98,39.45,2
12229945,6,1.16,0.67,313.76,228.98,41.49,40.26,3
34721924,3,1.69,2.28,218.8,300.23,34.98,33.24,2
38038856,3,1.11,1.54,342.92,496.39,15.51,14.91,2
99950261,6,1.06,1.25,540.85,640.19,50.72,51.92,2
64082459,3,1.21,0.74,581.1,392.13,32.51,32.6,3
71562351,1,1.74,2.9,463.91,736.79,28.95,27.59,2
18653681,1,1.1,2.06,480.76,803.99,20.05,20.51,2
90980604,4,1.57,2.26,403.44,535.35,19.63,20.6,2
13157868,3,1.63,1.09,329.39,202.93,15.1,15.54,3
12094803,6,1.6,2.13,254.1,328.99,11.92,11.56,2
93245081,4,1.01,0.63,373.57,255.94,6.3,6.29,3
52820591,6,1.34,0.76,414.73,339.05,39.84,40.85,3
72830048,6,1.8,2.59,342.33,428.06,47.33,49.19,2
74282779,4,1.76,1.3,504.47,307.67,17.88,18.33,3
94687854,3,1.82,2.38,346.31,466.22,29.23,29.61,2
97740141,1,1.48,2.7,445.56,749.95,10.35,9.9,2
78790628,4,1.58,2.16,430.7,564.59,37.75,39.23,2
91594600,6,1.99,1.48,461.26,273.86,39.15,37.73,3
73087480,4,1.33,0.74,447.48,328.38,3.42,3.3,3
15424879,2,1.98,1.09,551.24,303.18,52.43,51.06,3
16536041,3,1.46,2.1,297.27,386.8,42.97,42.61,2
92558303,5,1.41,1.77,358.63,443.97,11.34,10.84,2
77688705,3,1.71,1.12,587.03,406.3,27.94,28.7,3
52495532,3,1.46,1.01,586.79,371.02,31.67,30.09,3
44062484,3,1.56,2.11,357.25,512.6,25.48,24.46,2
77180567,2,1.9,2.75,404.96,587.19,39.32,39.24,2
33527393,1,1.94,3.29,593.28,1095.11,39.99,38.03,2
23035603,3,1.76,2.29,320.87,456.15,57.21,55.59,2
25076389,4,1.7,2.19,313.12,446.58,34.09,33.95,2
50502082,2,1.86,1.02,204.79,112.63,52.73,51.72,3
47894075,2,1.93,1.06,209.12,115.02,14.67,14.61,3
77147370,6,1.92,1.45,480.88,335.82,17.13,17.18,3
22019644,6,1.68,2.26,490.05,581.94,45.59,47.7,2
41046236,4,1.05,1.37,398.06,527.54,36.92,37.05,2
17618384,5,1.7,2.14,525.34,696.1,23.69,23.8,2
86651878,5,1.35,1.01,354.48,251.76,4.71,4.88,3
88309229,1,1.46,2.38,451.05,717.19,42.93,41.98,2
31803933,6,1.5,1.87,480.39,636.79,28.14,28.72,2
54122620,5,1.48,2.02,489.42,577.56,30.7,30.5,2
24359506,3,1.76,1.12,409.59,229.77,59.06,57.46,3
36457358,6,1.72,2.48,403.58,578.19,5.67,5.76,2
69156489,2,1.36,1.97,486.09,704.83,49.16,49.06,2
57632088,4,1.95,1.18,386.4,226.96,26.44,27.28,3
22541490,5,1.4,1.92,426.85,550.63,52.27,51.8,2
54388492,1,1.55,2.53,277.97,403.25,56.1,54.79,2
72154092,2,1.77,2.57,506.46,734.37,49.09,46.78,2
54785713,6,1.55,2.02,365.97,468.02,40.06,41.2,2
73975690,4,1.61,1.02,259.92,145.29,21.01,20.17,3
39976346,4,1.06,1.47,398.8,546.73,24.4,23.26,2
42279585,1,1.56,2.53,344.73,592.63,19.97,20.67,2
39752522,2,1.34,0.74,223.74,123.06,35.39,36.2,3
72839962,1,1.99,3.56,209.43,307.43,36.75,37.93,2
89495476,3,1.27,0.75,418.18,278.94,54.88,52.67,3
41131659,6,1.85,1.36,369.36,295.0,5.6,5.65,3
49317540,3,1.44,0.99,314.38,212.62,43.1,41.27,3
58222236,6,1.23,0.91,549.02,431.44,24.49,23.87,3
30312381,5,1.12,1.59,462.84,670.88,47.41,48.44,2
75522439,6,1.99,1.47,266.91,209.91,36.8,37.74,3
25851202,4,1.04,0.74,280.38,170.1,51.58,50.04,3
15187187,5,1.33,1.78,486.82,668.86,29.02,28.82,2
41338272,1,1.41,2.19,499.23,841.29,18.53,18.79,2
47769775,4,1.39,0.98,548.81,384.19,43.55,45.63,3
25270176,3,1.51,2.16,466.08,617.79,27.66,28.54,2
73174000,6,1.61,0.91,295.73,187.68,3.97,4.16,3
21891342,1,1.47,2.4,588.5,979.59,35.92,35.59,2
29467912,2,1.46,0.8,568.29,312.56,39.16,40.84,3
54814652,2,1.46,2.12,375.1,543.89,28.42,29.55,2
55159183,2,1.24,1.8,336.12,487.37,35.26,34.99,2
76746535,6,1.44,1.21,395.07,247.65,21.78,22.17,3
95132042,3,1.89,1.17,278.63,158.3,33.69,34.33,3
84951830,3,1.21,1.58,499.08,671.0,33.83,34.35,2
76447604,4,1.91,1.16,567.94,413.43,57.64,60.11,3
80445330,4,1.39,0.85,485.13,315.64,51.0,50.34,3
12054115,2,1.15,0.63,286.66,157.66,19.35,19.2,3
62656932,5,1.01,1.26,208.93,250.32,8.82,8.53,2
65533532,3,1.3,0.81,552.59,329.86,9.62,9.21,3
23284733,3,1.74,2.35,215.53,304.6,45.49,46.02,2
25169579,1,1.69,3.19,444.13,704.03,39.8,40.97,2
79794384,1,1.05,1.71,476.09,781.24,40.35,41.37,2
93888448,4,1.14,0.75,406.08,238.17,57.96,60.68,3
35378718,1,1.49,2.74,436.09,683.4,19.97,19.84,2
32655330,5,1.74,2.34,591.15,815.5,13.05,12.57,2
35290889,6,1.45,2.02,263.71,342.32,30.08,29.26,2
98486995,2,1.89,2.74,286.64,415.63,29.65,28.23,2
27818805,3,1.58,2.14,247.83,326.07,13.8,13.18,2
38920953,3,1.13,1.55,581.75,817.55,5.34,5.3,2
48842272,1,1.24,2.05,454.84,839.66,40.52,41.7,2
52658796,3,1.11,0.67,213.3,129.04,12.76,12.33,3
98627462,5,2.0,1.26,422.92,308.32,13.39,13.28,3
55625068,3,1.17,1.54,572.54,768.69,46.63,48.35,2
21128888,2,1.12,1.62,432.42,627.01,7.67,8.01,2
57823703,2,1.47,2.13,209.26,303.43,58.48,61.21,2
28063619,4,1.42,1.85,326.37,451.32,41.77,40.56,2
72349356,3,1.64,1.14,279.62,173.54,27.69,27.09,3
63627819,5,1.84,1.41,527.73,298.49,49.78,47.31,3
62690361,6,1.76,1.1,502.88,347.85,33.61,33.51,3
44135482,6,1.48,2.09,284.14,378.75,21.46,21.17,2
18886464,5,1.09,0.87,206.96,168.19,28.56,28.24,3
10727969,2,1.79,0.98,591.55,325.35,19.47,18.75,3
11968488,6,1.07,1.47,311.56,416.88,5.08,5.22,2
98756228,4,1.42,1.01,315.82,231.34,52.16,53.07,3
64533984,2,1.0,1.45,264.72,383.84,21.75,20.96,2
89209058,2,1.12,0.62,348.55,191.7,7.87,7.62,3
79262202,2,1.38,0.76,291.78,160.48,29.25,28.97,3
89235633,4,1.42,0.82,200.18,132.5,46.11,46.31,3
44512763,1,1.91,2.78,301.51,507.28,5.56,5.29,2
62769491,4,1.97,1.39,355.65,275.51,59.32,60.91,3
68563165,4,1.19,0.69,296.19,194.56,15.36,15.18,3
93546183,2,1.22,1.77,206.5,299.43,45.57,45.72,2
88250476,4,1.36,0.85,559.6,363.19,9.21,9.44,3
80632824,6,2.0,1.32,551.22,314.23,24.63,24.93,3
98992027,2,1.19,1.73,360.79,523.15,48.18,47.73,2
95134838,4,1.4,1.01,547.36,420.49,26.17,26.38,3
67579254,4,1.1,1.53,402.16,507.65,12.78,12.89,2
93152878,2,1.82,2.64,249.22,361.37,39.62,40.03,2
17814892,4,2.0,2.53,248.95,328.13,59.78,59.74,2
63216978,2,1.27,0.7,335.47,184.51,19.37,19.02,3
15033787,5,1.76,1.19,357.05,244.81,10.06,10.37,3
39546306,4,1.25,1.6,242.33,333.62,1.29,1.3,2
19471831,5,1.8,2.58,525.46,754.8,33.93,33.15,2
70146241,2,1.03,1.49,334.49,485.01,26.48,25.84,2
72188803,6,1.32,1.9,326.7,418.78,51.81,50.13,2
50772721,3,1.56,2.26,371.27,533.58,23.36,22.88,2
91592191,6,1.95,1.38,436.46,355.83,47.87,45.94,3
74335219,2,1.34,1.94,486.47,705.38,26.82,26.12,2
65873942,5,1.77,2.55,335.78,423.51,44.97,43.92,2
38419617,1,1.21,2.14,307.33,509.22,24.99,24.25,2
28227283,3,1.19,0.79,491.04,337.77,2.78,2.86,3
61472893,1,1.13,2.13,296.93,501.26,19.48,18.83,2
29321228,3,1.78,2.39,320.56,446.54,16.31,17.0,2
71233200,3,1.45,2.0,225.03,298.96,47.36,45.94,2
13515332,2,1.36,1.97,489.04,709.11,35.84,35.32,2
94931951,2,1.43,2.07,315.29,457.17,59.23,61.2,2
75112097,1,1.78,2.8,374.25,700.81,17.57,17.78,2
25243824,2,1.44,0.79,233.11,128.21,58.28,56.94,3
81318087,5,1.97,2.75,568.38,674.73,10.81,11.18,2
70466844,3,1.09,1.52,352.05,490.05,24.05,23.57,2
55423392,4,1.29,0.82,475.36,326.19,38.99,38.33,3
71443534,1,1.28,1.9,501.04,800.38,51.49,49.61,2
63681661,5,1.9,1.26,448.58,288.45,7.66,7.58,3
55745430,4,1.18,0.65,563.41,378.6,29.65,28.58,3
70768996,2,1.61,0.89,505.16,277.84,28.79,28.78,3
26501778,6,1.5,0.92,419.16,280.27,53.28,55.6,3
17476615,4,1.96,2.64,516.24,655.34,12.35,12.62,2
23919879,4,1.42,0.81,596.0,442.48,53.47,52.62,3
80688726,6,1.35,1.61,561.63,659.6,42.53,43.79,2
52344784,6,1.09,0.83,519.48,431.34,20.34,20.78,3
24188323,1,1.88,3.06,487.76,776.44,31.85,30.49,2
72069780,3,1.56,0.89,543.84,308.74,34.51,34.47,3
52017570,5,1.98,1.29,274.36,150.92,18.44,18.13,3
60730934,4,1.21,1.62,231.37,314.01,23.31,22.7,2
98846662,3,1.32,0.92,239.1,143.35,18.35,18.58,3
22595077,1,1.96,3.47,243.03,405.63,31.38,31.54,2
64568039,4,1.76,2.17,317.58,389.35,54.02,54.01,2
24463164,4,1.46,0.9,409.8,285.96,40.94,40.91,3
53659943,4,1.12,1.53,534.2,751.79,43.22,43.01,2
75021433,1,1.33,2.21,297.35,515.34,9.56,9.18,2
53719230,6,1.31,0.84,461.15,276.3,45.66,44.17,3
42549021,3,1.73,2.46,510.07,666.84,45.23,43.62,2
20879318,6,1.17,1.36,478.41,674.79,3.56,3.53,2
38698870,5,1.2,1.71,278.38,341.53,17.82,18.69,2
28079555,5,1.62,2.33,574.9,742.36,51.89,53.04,2
38248576,2,1.97,1.08,336.55,185.1,59.59,58.15,3
15328837,3,1.54,2.04,293.01,417.63,12.89,12.59,2
51154778,2,1.95,2.83,308.73,447.66,10.62,10.42,2
74348997,5,1.41,1.04,333.26,242.05,17.16,17.7,3
33060007,1,1.93,3.52,549.46,901.63,17.71,17.98,2
71396487,1,1.27,2.08,350.73,551.91,9.44,8.98,2
62302880,4,1.67,1.07,370.35,261.93,54.67,56.07,3
81221248,3,1.69,2.39,468.47,626.51,57.45,57.15,2
58617367,6,1.83,1.45,474.68,328.97,42.17,43.88,3
85565057,5,1.08,1.37,578.54,782.9,19.73,20.22,2
65238056,1,1.13,1.69,498.16,793.77,13.44,13.48,2
91514243,1,1.96,2.94,557.65,901.14,40.52,39.25,2
51249489,6,1.31,0.9,366.46,236.41,41.73,43.44,3
69122848,6,1.19,1.54,363.38,452.0,4.7,4.65,2
25994126,3,1.91,2.74,337.92,441.08,56.27,55.07,2
24874162,6,1.77,1.4,374.15,232.74,30.06,29.72,3
47943897,6,1.74,2.09,556.42,739.13,31.84,30.61,2
69253316,4,1.27,1.61,532.1,755.98,51.44,50.91,2
43076345,6,1.6,2.21,549.62,646.99,25.45,26.15,2
79269178,6,1.47,1.93,589.61,756.88,49.77,51.01,2
97184195,2,1.53,0.84,407.42,224.08,48.07,49.08,3
99027677,1,1.64,3.1,353.28,645.7,53.6,55.39,2
94834906,2,1.4,2.03,588.66,853.56,58.95,60.43,2
85668351,2,1.29,1.87,390.81,566.67,7.4,7.25,2
31891765,1,1.5,2.48,276.09,431.58,59.72,60.01,2
70063247,2,1.5,0.82,456.49,251.07,20.44,19.49,3
42767209,1,1.22,1.81,211.83,375.11,43.71,45.16,2
82355835,5,1.38,1.7,582.13,827.08,44.52,42.46,2
75171489,5,1.93,1.08,415.44,262.31,11.36,11.05,3
29519520,1,1.19,2.18,579.81,905.56,8.08,8.26,2
43031412,5,1.5,1.09,592.22,468.15,46.41,44.21,3
56392276,4,1.45,1.88,322.29,445.32,6.56,6.3,2
25095864,2,1.43,2.07,229.05,332.12,1.94,1.85,2
29691657,1,1.74,3.03,203.17,331.42,33.19,33.42,2
85735883,3,1.68,0.99,539.99,360.27,54.56,52.84,3
30970750,4,1.75,1.3,422.97,294.39,47.15,48.06,3
27874278,6,1.65,1.94,352.94,466.01,52.46,52.98,2
20269678,5,1.4,0.98,238.42,140.46,12.74,12.69,3
64005234,1,1.84,3.36,348.53,570.88,15.03,14.56,2
81798501,4,1.12,0.74,253.27,180.52,31.82,33.24,3
84438303,5,1.88,2.51,223.53,275.52,55.76,54.61,2
58529493,3,1.75,2.53,236.85,341.25,29.67,29.3,2
23679936,3,1.81,2.59,421.14,561.43,2.32,2.33,2
99488695,4,1.24,0.69,220.98,151.52,47.32,49.19,3
77706632,4,1.16,0.85,252.2,142.16,3.42,3.53,3
68234323,4,1.25,0.88,589.73,398.37,22.22,22.46,3
18782218,2,1.51,2.19,413.99,600.29,57.02,56.95,2
57309966,6,1.8,1.32,389.32,237.0,41.54,40.19,3
52466054,3,1.29,0.79,315.51,208.07,21.74,21.99,3
33287015,1,1.54,2.71,532.92,787.9,56.1,55.3,2
90580761,3,1.7,2.22,323.99,451.64,50.14,50.32,2
15761559,1,1.73,3.14,421.91,645.87,6.79,6.48,2
52808741,6,1.13,1.42,552.36,699.87,29.78,30.34,2
68928065,5,1.86,2.67,370.35,446.01,37.7,37.45,2
15643756,6,1.64,1.29,429.25,360.62,54.08,53.23,3
50833650,4,1.06,1.52,453.54,583.46,45.97,46.09,2
16763164,2,1.41,0.78,238.53,131.19,7.38,7.1,3
22254555,2,1.31,0.72,334.21,183.82,22.81,21.91,3
10407376,5,1.82,1.26,478.5,265.19,8.81,8.45,3
48266383,6,1.61,1.06,441.21,292.01,3.05,3.17,3
31039682,5,1.85,2.32,281.0,346.21,36.26,36.62,2
87274151,5,1.78,2.2,271.01,332.99,44.57,45.29,2
68779942,4,1.7,2.34,284.7,363.2,17.22,17.88,2
28197579,6,1.44,0.99,219.59,167.47,53.01,54.81,3
77077230,1,1.11,1.8,484.3,747.13,7.21,7.47,2
79123394,2,1.41,2.04,349.32,506.51,35.41,36.72,2
74109476,2,1.39,0.76,485.83,267.21,6.12,6.17,3
11877677,4,1.14,0.74,327.75,199.37,21.17,20.39,3
78305654,5,1.18,1.43,561.38,703.81,24.72,23.74,2
29746076,6,1.69,1.31,329.29,188.61,35.75,35.8,3
88857993,4,1.37,0.78,428.86,287.16,21.96,21.31,3
77204186,1,1.05,1.59,416.28,605.68,38.38,37.15,2
63061668,5,1.93,1.26,567.61,318.75,51.18,49.31,3
45262870,2,1.12,0.62,479.11,263.51,50.63,49.69,3
30727450,3,1.58,0.99,390.09,229.48,32.75,33.68,3
89359075,3,1.43,0.79,284.18,181.19,44.25,45.45,3
41114845,1,1.9,3.24,557.18,972.0,47.51,48.34,2
38866404,6,1.44,1.8,457.81,548.05,58.63,61.24,2
75968249,6,1.25,0.99,586.37,340.84,28.41,28.38,3
74671632,5,1.42,0.83,406.87,266.15,58.55,59.06,3
68632686,5,1.2,0.82,267.88,175.47,7.14,7.14,3
96095387,3,1.86,2.46,311.76,436.26,9.83,10.11,2
67210200,2,1.89,2.74,273.27,396.24,46.22,46.47,2
20656724,4,1.28,0.83,338.79,233.57,2.62,2.68,3
98750450,5,1.65,2.12,327.01,423.31,29.83,30.8,2
19998185,2,1.4,2.03,420.28,609.41,8.33,7.96,2
55693703,6,1.54,1.2,491.17,316.2,37.5,38.52,3
94411143,1,1.33,2.05,436.87,825.13,47.05,45.17,2
13938965,5,1.79,2.57,548.82,748.29,8.95,8.52,2
40261623,6,1.47,2.02,476.17,669.71,47.61,47.05,2
75346022,2,1.4,0.77,569.99,313.49,31.15,32.27,3
79662108,6,1.32,0.86,580.4,484.73,7.23,7.49,3
71818922,5,1.63,0.94,280.38,192.76,14.6,15.0,3
75369736,6,1.09,0.77,391.14,323.68,24.72,23.57,3
12114571,1,1.52,2.39,415.78,733.58,58.03,57.7,2
41146766,2,1.55,0.85,433.44,238.39,16.4,16.92,3
60877450,3,1.68,0.95,472.95,265.52,21.28,20.35,3
47143675,4,1.69,2.32,403.87,559.3,20.2,19.24,2
78045943,4,1.15,1.52,513.3,716.97,44.61,42.64,2
14427011,2,1.84,2.67,397.35,576.16,17.23,16.91,2
47618938,3,1.86,2.64,483.12,694.82,17.2,17.76,2
74563872,5,1.42,0.87,468.81,340.35,18.62,18.77,3
16026947,2,1.63,0.9,335.18,184.35,8.7,8.43,3
73396790,3,1.25,1.65,368.08,523.17,48.49,49.86,2
28647264,6,1.09,1.36,399.82,465.48,22.3,22.61,2
33623368,5,1.76,2.15,458.69,572.06,49.53,50.62,2
72996160,1,1.83,2.71,433.7,808.54,1.46,1.5,2
21674977,5,1.87,1.46,585.57,460.9,4.34,4.51,3
63409728,4,1.56,1.14,414.45,245.15,53.9,54.47,3
83228340,3,1.9,2.64,412.84,541.25,32.42,31.72,2
12879416,4,1.33,1.7,493.44,614.46,46.55,47.55,2
61023819,6,1.73,2.08,509.94,693.53,38.89,39.89,2
17728978,6,1.93,1.14,241.78,145.83,16.21,15.8,3
43419245,5,1.98,2.64,374.65,509.25,5.9,5.83,2
80260052,1,1.17,1.79,452.48,840.32,22.88,23.61,2
53518540,5,1.23,1.76,412.98,589.46,34.61,35.82,2
63993526,5,1.27,1.74,312.28,395.69,7.43,7.29,2
33621624,2,1.19,1.73,518.78,752.23,47.69,45.55,2
60103995,5,1.85,2.42,568.82,716.92,33.79,34.71,2
24889437,5,1.09,1.46,371.3,463.86,41.01,42.91,2
63633779,5,1.37,0.75,376.25,210.05,55.98,55.63,3
56714630,6,1.24,1.76,373.58,451.01,32.55,32.28,2
18359165,4,1.43,0.81,542.47,351.43,17.14,17.82,3
74225096,2,1.24,0.68,579.59,318.77,5.98,5.97,3
27810203,6,1.59,2.09,535.48,775.7,54.79,54.5,2
73558424,3,1.34,0.84,431.19,289.75,1.07,1.09,3
29164999,4,1.24,0.94,454.96,320.17,42.05,42.54,3
89738872,3,1.29,0.74,369.37,209.08,33.9,35.0,3
66308436,1,1.88,2.93,347.95,618.1,59.45,59.06,2
95781716,4,1.18,0.68,545.95,332.09,14.26,13.97,3
87790758,6,1.94,1.25,347.26,215.11,39.54,41.05,3
19527172,2,1.03,0.57,486.94,267.82,16.74,17.11,3
50571083,4,1.46,1.81,378.06,463.65,25.33,24.39,2
24996051,2,1.44,2.09,271.25,393.31,40.62,40.43,2
87000893,2,1.66,2.41,599.04,868.61,13.2,12.93,2
92336463,1,1.04,1.79,550.84,957.73,6.03,6.33,2
18247628,3,1.54,2.11,431.22,601.7,34.57,34.08,2
71223508,2,1.06,0.58,343.04,188.67,39.95,39.47,3
31658927,2,1.65,0.91,264.22,145.32,2.17,2.08,3
86308515,1,1.69,2.65,246.46,371.58,2.3,2.41,2
82634629,5,1.08,1.3,309.76,409.61,16.53,15.73,2
41256900,5,1.49,2.12,339.11,432.12,9.1,9.53,2
39063632,3,1.75,1.22,479.92,276.36,57.2,60.04,3
63192465,1,1.19,2.18,209.78,307.46,50.91,48.86,2
16778701,3,1.28,1.77,258.23,358.79,48.23,48.94,2
71708408,2,1.08,0.59,591.63,325.4,33.26,33.36,3
51835650,4,1.11,0.74,562.05,388.29,57.36,57.39,3
78192620,2,1.59,0.87,343.86,189.12,34.27,33.57,3
13829645,2,1.72,2.49,455.58,660.59,50.37,52.74,2
71158927,2,1.25,1.81,569.28,825.46,55.61,58.14,2
15431846,6,1.75,1.35,443.84,338.11,23.04,23.55,3
79697294,6,1.13,0.71,449.9,337.33,4.6,4.81,3
70482078,4,1.2,1.72,374.29,533.97,51.56,53.12,2
15553062,5,1.94,1.27,448.25,309.25,38.6,38.96,3
17702365,6,1.09,1.51,476.09,554.41,13.7,13.65,2
15251831,6,1.27,1.54,445.38,537.7,32.45,33.01,2
62628075,2,1.88,1.03,547.62,301.19,33.45,34.04,3
19879467,4,1.67,2.27,518.52,682.87,56.29,57.37,2
14091878,3,1.88,2.45,247.25,354.04,40.97,40.35,2
69573070,1,1.42,2.34,209.09,393.69,51.02,49.34,2
50777798,5,1.21,1.54,560.36,729.26,36.64,35.36,2
34376645,3,1.65,1.01,388.9,218.96,49.84,50.36,3
81893008,5,1.62,1.12,347.42,251.73,21.4,22.0,3
21867425,6,1.91,2.31,326.17,469.35,8.09,7.79,2
14197221,6,1.78,1.09,242.68,176.56,8.22,8.46,3
93975761,6,1.79,1.25,282.57,196.2,37.36,35.77,3
94131280,4,1.98,1.24,482.33,308.35,12.32,12.72,3
50118269,4,1.62,2.27,489.83,606.21,41.01,41.32,2
42536265,2,1.41,0.78,454.45,249.95,5.3,5.19,3
20001412,3,1.96,1.13,534.51,347.55,5.94,5.92,3
42371628,6,1.76,2.2,331.29,458.67,44.95,46.53,2
34814396,1,1.96,3.34,286.94,544.99,48.76,49.12,2
86526756,5,1.53,0.96,397.2,236.18,21.45,21.19,3
22374026,6,1.76,2.47,351.7,411.14,55.21,54.59,2
72940144,2,1.52,0.84,539.03,296.47,58.71,61.12,3
62306628,5,1.38,1.79,370.75,492.69,13.74,13.33,2
70166851,1,1.9,3.2,593.5,947.98,1.44,1.45,2
92105901,5,1.83,2.43,410.15,544.14,20.2,19.84,2
57928494,1,1.33,1.98,358.83,622.64,40.8,41.7,2
21864513,1,1.82,3.34,222.67,396.49,18.98,18.74,2
12262483,2,1.12,0.62,308.61,169.74,59.66,61.24,3
85985210,1,1.62,3.05,425.59,753.28,21.38,22.07,2
91539151,1,1.69,2.97,221.08,418.57,52.51,51.71,2
39199945,4,1.2,0.82,532.02,294.95,45.62,43.74,3
49742180,4,1.56,1.92,498.95,612.76,4.69,4.81,2
82810609,6,1.38,1.03,535.07,295.64,34.53,33.35,3
26976977,1,1.08,1.65,272.92,491.12,9.93,9.94,2
36062244,2,1.69,2.45,420.72,610.04,23.24,22.77,2
27430991,1,1.35,2.2,506.61,954.98,41.66,43.27,2
68496569,5,1.92,1.38,216.08,122.84,52.85,52.24,3
64022780,4,1.22,1.74,510.77,691.01,13.46,13.75,2
39638000,3,1.5,1.99,536.55,701.88,21.8,22.27,2
37072655,4,1.99,2.57,503.66,653.61,3.94,3.82,2
85108232,3,1.85,2.43,273.04,368.6,3.81,3.77,2
86541275,6,1.3,1.53,549.27,711.05,41.17,40.26,2
91112789,5,1.02,1.23,429.92,545.19,41.27,40.07,2
96693959,2,1.23,0.68,301.46,165.8,33.28,32.09,3
55870336,5,1.05,1.47,209.82,295.51,29.78,29.01,2
14925974,4,1.35,1.8,591.37,837.77,50.24,52.15,2
22261997,6,1.9,1.34,471.22,288.76,52.39,50.99,3
79808149,4,1.71,1.01,293.15,164.71,36.7,35.62,3
26020431,4,1.79,2.51,341.24,423.0,19.74,19.66,2
39411093,3,1.73,0.99,454.65,285.75,22.14,23.0,3
19421976,2,1.38,2.0,363.45,527.0,53.48,54.08,2
81139893,2,1.4,2.03,305.21,442.55,1.97,1.96,2
47168862,4,1.3,0.72,588.2,358.14,25.25,26.01,3
10001251,6,1.64,1.96,279.75,397.48,5.87,5.95,2
21043153,3,1.79,2.41,446.67,637.5,25.13,24.92,2
80132392,4,1.21,1.75,338.08,477.66,14.27,13.86,2
37766818,6,1.74,2.01,430.04,572.96,48.84,49.29,2
12343613,6,1.92,1.6,315.65,188.26,28.23,27.38,3
10411951,3,1.38,1.96,488.98,644.63,45.53,45.24,2
17375725,2,1.18,1.71,332.24,481.75,25.24,24.71,2
75006640,6,1.84,2.56,502.84,598.5,59.39,59.21,2
95459617,5,1.36,0.89,278.83,204.64,10.59,11.1,3
97624036,5,1.9,2.33,390.37,465.68,51.37,50.18,2
50197078,6,1.12,0.78,582.22,358.38,33.63,33.08,3
59088307,1,1.05,1.8,476.55,879.08,1.92,1.99,2
59511533,3,1.64,1.1,274.76,162.12,43.04,42.45,3
93693426,4,1.2,1.5,505.17,710.58,29.9,30.71,2
94319840,1,1.16,1.95,229.72,407.61,53.24,55.06,2
59049647,5,1.03,1.43,397.27,564.36,36.6,37.24,2
94929860,6,1.84,2.25,489.8,699.96,20.43,20.81,2
34099160,2,1.04,0.57,244.02,134.21,19.21,18.85,3
