deployment_id,replicas,initial_cpu,applied_cpu,initial_avg_memory_consumption,applied_memory_consumption,initial_avg_latency,applied_latency,label
15207027,1,0.25,0.02,126.15,15.14,15.09,15.14,1
19329794,1,0.86,0.02,93.95,10.33,43.79,42.57,1
21244405,1,0.53,0.01,170.94,15.38,59.08,57.81,1
91583054,1,0.78,0.02,152.36,21.33,30.02,29.86,1
94713925,1,0.78,0.09,92.52,8.33,55.32,58.02,1
27937431,1,0.75,0.01,98.22,12.77,39.28,37.6,1
51502607,1,0.67,0.05,166.31,3.33,59.14,57.76,1
70327644,1,0.53,0.05,184.47,27.67,6.26,6.49,1
61718733,1,0.26,0.03,98.05,10.79,54.8,57.09,1
74476363,1,0.49,0.07,144.68,15.91,13.25,13.57,1
60799375,1,0.45,0.05,198.64,27.81,16.21,15.57,1
21525294,1,0.25,0.01,179.35,25.11,15.03,14.9,1
54257495,1,0.37,0.01,81.52,9.78,56.38,57.59,1
12458447,1,0.63,0.04,120.13,12.01,1.15,1.11,1
96491298,1,0.96,0.13,163.07,13.05,11.08,11.5,1
61831178,1,0.51,0.07,182.57,9.13,20.89,21.32,1
75755686,1,0.72,0.09,110.8,2.22,20.99,20.52,1
48049966,1,0.77,0.11,158.71,20.63,50.44,49.53,1
12331448,1,0.62,0.02,103.08,7.22,56.76,59.4,1
33039596,1,0.26,0.01,103.35,3.1,57.53,57.17,1
45849526,1,0.71,0.01,88.22,6.18,25.62,26.26,1
82266672,1,0.41,0.04,117.34,2.35,42.19,40.96,1
25679364,1,0.99,0.07,135.05,14.86,13.12,13.47,1
25299579,1,0.39,0.03,139.2,16.7,29.36,29.27,1
54090671,1,0.4,0.06,100.68,6.04,23.47,24.14,1
50481875,1,0.72,0.09,156.59,4.7,29.74,28.66,1
85227970,1,0.33,0.02,174.24,26.14,46.17,44.59,1
81354588,1,0.52,0.05,133.62,18.71,31.16,29.74,1
86173774,1,0.69,0.08,145.88,14.59,41.06,42.52,1
53493708,1,0.74,0.1,83.2,0.83,6.15,6.37,1
18832536,1,0.23,0.01,173.0,19.03,40.14,39.02,1
89089283,1,0.69,0.03,179.25,7.17,51.6,49.21,1
17576329,1,0.35,0.05,162.15,6.49,18.18,17.34,1
70978056,1,0.46,0.05,166.25,11.64,51.97,52.35,1
63076758,1,0.93,0.09,161.58,11.31,53.25,52.06,1
86471048,1,0.27,0.04,136.62,1.37,25.82,24.85,1
12835831,1,0.42,0.05,177.52,7.1,31.41,31.25,1
15724318,1,0.99,0.03,112.58,14.64,16.06,16.04,1
21122340,1,0.34,0.01,170.34,18.74,42.28,42.32,1
99598408,1,0.7,0.03,84.89,5.94,49.0,51.13,1
23650218,1,0.23,0.02,144.45,4.33,26.73,26.05,1
40160085,1,0.66,0.06,196.14,13.73,54.01,52.49,1
76694682,1,0.59,0.02,106.3,11.69,18.2,18.55,1
12962573,1,0.29,0.03,95.8,5.75,34.02,32.75,1
61318108,1,0.46,0.06,168.37,5.05,4.28,4.35,1
38934205,1,0.52,0.08,137.74,15.15,24.72,24.33,1
67836221,1,0.57,0.01,142.65,18.54,1.1,1.13,1
96262421,1,0.34,0.01,108.09,6.49,45.83,47.45,1
83122609,1,0.54,0.04,121.53,13.37,45.43,46.37,1
88381423,1,0.94,0.07,194.81,19.48,48.86,49.49,1
83280107,1,0.76,0.03,119.19,1.19,37.97,37.33,1
35216589,1,0.87,0.1,168.55,6.74,8.59,8.76,1
88705198,1,0.9,0.09,126.12,5.04,9.38,9.78,1
80097924,1,0.41,0.03,116.97,12.87,56.79,55.65,1
29668963,1,0.42,0.03,147.09,2.94,19.24,18.31,1
56786163,1,0.83,0.11,185.34,1.85,21.2,21.2,1
69491460,1,0.78,0.05,144.54,15.9,31.83,30.76,1
53224225,1,0.61,0.07,107.18,8.57,26.53,25.2,1
23516664,1,0.25,0.03,168.84,15.2,57.37,58.69,1
10641898,1,0.51,0.07,89.29,11.61,18.27,17.38,1
40303306,1,0.25,0.04,197.87,23.74,10.65,10.79,1
66830838,1,0.81,0.02,168.96,23.65,2.25,2.24,1
93291555,1,0.8,0.02,136.53,19.11,49.08,47.92,1
25727418,1,0.54,0.02,192.79,5.78,56.66,55.15,1
35185971,1,0.88,0.12,142.19,21.33,53.98,55.62,1
57065272,1,0.73,0.08,161.56,24.23,55.94,56.69,1
68627468,1,0.58,0.01,132.32,18.52,44.63,44.11,1
97638711,1,0.76,0.08,82.42,5.77,17.88,18.62,1
56796763,1,0.58,0.01,96.57,12.55,49.14,50.54,1
82898729,1,0.56,0.01,111.53,7.81,56.99,59.62,1
19842024,1,0.82,0.08,158.97,14.31,49.26,47.79,1
21436415,1,0.47,0.05,149.86,7.49,27.65,27.41,1
88973347,1,0.36,0.04,80.07,8.81,23.84,23.66,1
82778208,1,0.76,0.06,148.67,17.84,36.08,36.67,1
39394631,1,0.21,0.0,130.44,15.65,8.48,8.18,1
16299765,1,0.54,0.05,82.41,6.59,5.87,6.11,1
64681979,1,0.45,0.02,80.55,6.44,38.27,38.36,1
91370335,1,0.7,0.05,95.7,6.7,42.92,43.61,1
86565443,1,0.76,0.08,86.79,12.15,46.06,45.91,1
33517862,1,0.2,0.01,100.35,14.05,48.34,46.61,1
53003622,1,0.5,0.03,167.83,18.46,4.62,4.48,1
13539071,1,0.45,0.06,190.23,26.63,22.76,22.67,1
75951024,1,0.24,0.01,157.73,22.08,12.01,12.52,1
82760982,1,0.39,0.01,127.31,10.18,32.8,31.82,1
94950416,1,0.47,0.03,192.46,25.02,49.4,49.39,1
89591022,1,0.37,0.01,132.52,9.28,19.02,18.84,1
99008302,1,0.22,0.02,161.52,16.15,46.37,44.81,1
92814586,1,0.65,0.01,159.89,20.79,19.07,18.58,1
37926591,1,0.8,0.11,155.24,13.97,2.95,3.04,1
45979012,1,0.77,0.12,170.9,20.51,39.28,39.66,1
20213763,1,0.49,0.06,137.39,4.12,44.71,45.61,1
95114444,1,0.48,0.04,196.8,23.62,42.37,42.58,1
87040214,1,0.92,0.04,145.17,8.71,3.53,3.63,1
84820449,1,0.45,0.03,144.03,7.2,48.28,50.31,1
70308222,1,0.24,0.01,194.28,19.43,11.42,11.54,1
16980407,1,0.24,0.01,156.67,6.27,25.06,26.13,1
44104031,1,0.28,0.03,91.67,10.08,43.75,43.91,1
43543057,1,0.37,0.01,197.71,7.91,49.95,50.27,1
46599360,1,0.67,0.07,170.32,20.44,57.66,59.45,1
20676386,1,0.49,0.04,150.74,18.09,3.71,3.53,1
99046878,1,0.52,0.05,80.42,5.63,30.48,29.06,1
39921229,1,0.64,0.08,150.9,10.56,49.36,50.53,1
74067873,1,0.34,0.03,88.35,4.42,54.33,55.94,1
52315334,1,0.9,0.11,119.1,15.48,57.73,60.15,1
79576282,1,0.87,0.07,168.36,23.57,1.4,1.45,1
56109857,1,0.67,0.09,133.66,5.35,19.54,20.28,1
71815574,1,0.58,0.07,101.79,4.07,54.11,56.56,1
63575385,1,0.63,0.05,84.89,8.49,10.15,9.84,1
38575640,1,0.93,0.03,152.56,19.83,48.17,47.54,1
49944255,1,0.88,0.07,154.37,16.98,51.47,50.65,1
46845432,1,0.49,0.04,167.25,15.05,28.89,28.48,1
29224300,1,0.83,0.06,142.62,11.41,45.5,45.2,1
93293777,1,0.21,0.02,95.52,9.55,22.2,22.76,1
76392228,1,0.39,0.04,186.07,24.19,24.94,26.0,1
80433453,1,0.64,0.05,81.84,4.09,5.96,5.84,1
33066452,1,0.3,0.01,105.24,2.1,5.94,5.73,1
99743423,1,0.26,0.03,136.45,1.36,21.39,20.98,1
70153842,1,0.44,0.03,183.86,22.06,51.81,49.91,1
53332289,1,0.57,0.07,109.23,5.46,11.13,11.11,1
61459259,1,0.61,0.01,160.86,22.52,9.52,9.13,1
10507131,1,0.54,0.02,154.28,6.17,21.9,21.99,1
58819355,1,0.24,0.02,184.35,25.81,7.17,6.91,1
57980010,1,0.85,0.03,96.72,7.74,55.54,56.33,1
42686336,1,0.98,0.09,94.55,10.4,11.03,10.75,1
61055298,1,0.28,0.04,150.76,10.55,19.88,18.9,1
77039441,1,0.92,0.11,161.17,20.95,15.46,14.85,1
45271720,1,0.29,0.02,97.39,4.87,28.78,29.85,1
37091995,1,0.27,0.04,176.17,10.57,15.62,14.85,1
41741443,1,0.59,0.07,133.39,12.01,22.58,22.72,1
38522549,1,0.53,0.01,138.58,16.63,21.72,21.43,1
34751480,1,0.46,0.02,99.83,2.99,10.08,9.71,1
81113995,1,0.77,0.1,87.68,12.28,30.36,31.36,1
70501030,1,0.56,0.02,146.88,14.69,24.83,25.98,1
21546294,1,0.61,0.04,178.3,7.13,5.45,5.46,1
33200155,1,0.21,0.02,88.73,6.21,18.01,18.68,1
70326999,1,0.24,0.02,177.33,5.32,38.63,38.78,1
41903661,1,0.67,0.09,96.01,10.56,31.1,29.86,1
65533883,1,0.26,0.01,88.21,2.65,11.35,11.68,1
25006302,1,0.93,0.03,87.63,8.76,31.68,31.8,1
17611261,1,0.35,0.04,174.52,15.71,53.87,53.93,1
55748573,1,0.7,0.05,167.76,15.1,41.31,40.27,1
77207781,1,0.76,0.07,124.69,14.96,4.34,4.52,1
69111258,1,0.39,0.06,172.65,13.81,18.61,19.41,1
37812874,1,0.31,0.03,150.77,13.57,25.58,25.19,1
19054089,1,0.5,0.05,165.85,4.98,58.08,58.83,1
29225920,1,0.42,0.02,128.32,2.57,5.07,5.18,1
24072263,1,0.53,0.07,158.78,12.7,21.36,21.89,1
51699719,1,0.88,0.09,137.88,11.03,42.83,42.34,1
64032494,1,0.36,0.0,88.7,12.42,45.7,46.28,1
58890808,1,0.38,0.01,176.34,7.05,57.65,55.8,1
28637889,1,0.49,0.02,104.44,1.04,19.17,18.82,1
40500242,1,0.41,0.06,121.87,6.09,23.39,22.38,1
62271239,1,0.25,0.01,163.03,6.52,55.48,53.7,1
98006838,1,0.86,0.09,145.55,4.37,45.05,43.91,1
27535355,1,0.73,0.04,88.67,4.43,20.29,20.18,1
97186080,1,0.91,0.07,179.07,5.37,12.21,12.61,1
99168158,1,0.66,0.01,160.79,9.65,14.56,15.22,1
66427696,1,0.4,0.05,188.27,20.71,29.3,29.72,1
23951878,1,0.66,0.07,122.93,15.98,46.85,46.07,1
90604471,1,0.91,0.02,191.16,22.94,51.62,49.36,1
13766373,1,0.42,0.05,116.7,14.0,40.33,41.08,1
72708411,1,0.69,0.09,183.22,3.66,33.0,32.41,1
99022609,1,0.87,0.1,157.65,18.92,41.34,40.63,1
94524698,1,0.41,0.02,155.13,13.96,51.12,53.41,1
33291104,1,0.25,0.03,168.5,6.74,30.53,29.19,1
68178862,1,0.45,0.01,81.57,11.42,53.64,51.88,1
84526871,1,0.26,0.03,192.7,25.05,18.69,19.01,1
58991688,1,0.24,0.01,170.69,6.83,34.44,34.45,1
30658077,1,0.35,0.01,156.58,9.39,52.82,52.23,1
20443450,1,0.29,0.02,175.33,17.53,22.62,22.47,1
25439783,1,0.66,0.08,170.31,18.73,56.28,58.42,1
25533263,1,0.72,0.08,106.58,12.79,28.51,28.09,1
63303572,1,0.91,0.04,125.28,12.53,26.17,25.71,1
19876412,1,0.84,0.04,114.76,3.44,1.24,1.27,1
45478135,1,0.72,0.09,94.51,7.56,52.58,51.77,1
76619299,1,0.5,0.07,104.52,12.54,29.2,30.06,1
21571667,1,0.88,0.11,188.47,20.73,34.02,33.71,1
69151283,1,0.82,0.02,176.9,10.61,25.1,24.71,1
94865446,1,0.47,0.04,87.52,10.5,49.15,47.9,1
70113046,1,0.37,0.03,136.81,6.84,7.48,7.81,1
94728607,1,0.93,0.08,86.05,8.61,51.4,50.48,1
28804422,1,0.62,0.02,160.95,11.27,45.54,45.23,1
92940795,1,0.74,0.05,89.67,4.48,27.15,26.2,1
17847286,1,0.66,0.03,109.93,6.6,32.45,33.45,1
72687775,1,0.84,0.08,80.51,8.86,47.37,47.45,1
41678800,1,0.22,0.01,107.22,5.36,24.25,25.24,1
19581928,1,0.43,0.06,131.76,17.13,53.19,53.69,1
92025259,1,0.55,0.02,138.89,4.17,23.2,22.86,1
48642578,1,0.78,0.02,110.37,11.04,23.79,24.63,1
51709160,1,0.31,0.05,127.2,12.72,10.82,10.96,1
84236899,1,0.28,0.02,191.25,13.39,45.38,44.94,1
49083929,1,0.71,0.11,99.28,12.91,30.23,30.82,1
66279145,1,0.53,0.03,192.96,1.93,28.18,27.52,1
52029448,1,0.95,0.05,171.63,22.31,41.55,39.9,1
83604237,1,0.51,0.04,117.13,16.4,15.16,14.69,1
82692628,1,0.97,0.04,95.77,8.62,43.7,45.82,1
49663723,1,0.87,0.05,182.71,3.65,33.4,34.06,1
75046193,1,0.81,0.06,98.41,8.86,39.1,37.6,1
66986485,1,0.42,0.03,117.96,16.51,44.64,45.46,1
36647198,1,0.88,0.1,105.54,10.55,10.93,10.7,1
37811257,1,0.3,0.04,178.67,21.44,15.84,15.74,1
96958353,1,0.27,0.02,112.36,6.74,1.45,1.41,1
63507849,1,0.4,0.03,81.9,9.83,17.32,18.14,1
67904068,1,0.85,0.13,150.47,9.03,14.59,14.2,1
60594301,1,0.21,0.03,196.43,25.54,22.74,23.65,1
77075237,1,0.65,0.08,109.89,5.49,34.39,33.63,1
92372391,1,0.84,0.03,184.1,7.36,4.21,4.23,1
77273076,1,0.82,0.02,114.1,4.56,20.22,21.14,1
10163965,1,0.8,0.1,160.94,3.22,21.4,20.87,1
24280195,1,0.25,0.01,177.5,12.43,19.11,18.85,1
65610955,1,0.81,0.11,197.09,13.8,23.99,23.84,1
26049266,1,0.47,0.03,102.42,13.31,59.78,59.03,1
66838716,1,0.55,0.05,105.75,12.69,51.95,50.2,1
97118285,1,0.8,0.08,197.09,25.62,25.02,23.95,1
70944839,1,0.26,0.02,172.34,17.23,58.23,58.53,1
90951562,1,0.43,0.01,162.83,16.28,50.08,48.17,1
87407609,1,0.28,0.04,167.04,18.37,54.67,52.84,1
64802579,1,0.7,0.1,197.05,7.88,36.01,36.35,1
36060283,1,0.65,0.03,174.85,24.48,3.59,3.63,1
20240190,1,0.34,0.04,146.62,19.06,34.42,34.71,1
60177766,1,0.69,0.06,96.28,11.55,18.1,18.23,1
26872409,1,0.49,0.05,150.97,19.63,37.94,36.38,1
54014296,1,0.75,0.05,141.5,8.49,58.95,56.2,1
10120133,1,0.39,0.02,99.37,12.92,34.39,33.49,1
50556650,1,0.31,0.02,162.64,6.51,13.32,13.79,1
70291571,1,0.27,0.02,166.08,4.98,26.47,27.72,1
15918198,1,0.84,0.06,105.39,6.32,41.97,42.69,1
32537553,1,0.81,0.11,164.9,23.09,25.57,25.04,1
22752797,1,0.55,0.04,128.04,2.56,50.07,50.58,1
81238143,1,0.75,0.08,179.41,10.76,13.35,13.85,1
73745312,1,0.37,0.03,142.38,17.09,16.87,16.54,1
99358105,1,0.29,0.02,194.38,5.83,20.8,19.89,1
47867663,1,0.69,0.07,182.12,23.68,37.89,39.77,1
56013610,1,0.57,0.01,117.96,15.33,1.09,1.06,1
41541608,1,0.64,0.03,176.94,19.46,41.15,40.8,1
45507672,1,0.48,0.02,120.41,1.2,1.57,1.51,1
36506965,1,0.89,0.04,191.91,1.92,17.0,16.84,1
99465076,1,0.78,0.04,150.67,18.08,25.11,25.35,1
85106643,1,0.53,0.04,171.57,6.86,17.11,16.85,1
18819072,1,0.55,0.06,171.88,15.47,6.47,6.71,1
45000587,1,0.47,0.03,145.27,15.98,27.77,28.79,1
77718590,1,0.61,0.03,96.98,4.85,25.81,26.86,1
21247682,1,0.49,0.05,83.83,8.38,10.15,9.66,1
96346012,1,0.81,0.11,149.55,11.96,14.09,13.63,1
64396977,1,0.72,0.03,137.96,12.42,37.71,35.86,1
30498438,1,0.65,0.03,145.94,16.05,1.5,1.55,1
75995160,1,0.29,0.04,168.7,21.93,36.44,35.8,1
32218904,1,0.84,0.03,185.04,20.35,14.98,15.62,1
88110689,1,0.76,0.05,118.45,1.18,41.24,39.36,1
21627815,1,0.86,0.09,196.49,23.58,27.78,27.88,1
76620907,1,0.67,0.01,146.19,5.85,49.22,50.0,1
54875260,1,0.37,0.01,123.19,12.32,6.4,6.3,1
21568700,1,0.43,0.03,154.52,15.45,13.95,13.56,1
42996735,1,0.32,0.03,153.95,12.32,18.86,18.06,1
64948647,1,0.35,0.01,125.68,5.03,4.18,4.24,1
64277906,1,0.72,0.02,190.46,7.62,59.58,58.01,1
92651162,1,0.69,0.05,154.24,7.71,9.61,9.49,1
21803024,1,0.76,0.1,158.24,22.15,45.13,45.32,1
37576505,1,0.76,0.05,190.25,28.54,9.67,9.89,1
64700081,1,0.54,0.01,103.66,3.11,39.67,38.65,1
60755137,1,0.34,0.05,88.93,10.67,4.44,4.28,1
75171553,1,0.29,0.02,174.69,22.71,54.51,55.17,1
41432365,1,0.77,0.08,191.52,26.81,16.94,16.58,1
94202088,1,0.91,0.12,123.51,14.82,13.48,13.51,1
72634059,1,0.55,0.01,181.01,5.43,55.22,53.98,1
38041274,1,0.22,0.01,96.4,1.93,14.61,14.59,1
85406622,1,0.48,0.07,90.33,11.74,1.37,1.43,1
58455799,1,0.85,0.03,139.74,13.97,45.43,46.9,1
19831171,1,0.42,0.05,87.22,2.62,6.71,6.84,1
27844041,1,0.9,0.06,133.45,4.0,7.24,6.92,1
11163224,1,0.28,0.04,116.27,4.65,24.02,23.76,1
19664061,1,0.44,0.01,95.75,8.62,41.49,43.24,1
75094033,1,0.66,0.03,117.65,2.35,57.67,58.39,1
23536368,1,0.87,0.11,116.58,6.99,49.1,49.46,1
49519256,1,0.32,0.04,116.18,6.97,24.11,24.85,1
57326354,1,0.37,0.01,161.53,21.0,40.98,40.44,1
52355000,1,0.53,0.07,179.52,7.18,42.05,42.41,1
27941151,1,0.64,0.07,150.42,7.52,57.78,56.3,1
85502541,1,0.45,0.07,133.93,6.7,19.67,19.72,1
72607943,1,0.44,0.06,113.23,2.26,17.49,17.73,1
49008990,1,0.87,0.06,169.22,8.46,49.6,49.27,1
80424445,1,0.73,0.08,145.6,8.74,35.97,34.99,1
68182657,1,0.84,0.09,121.67,15.82,21.77,20.73,1
55014626,1,0.97,0.12,113.51,12.49,53.02,53.63,1
39459921,1,0.99,0.08,154.12,15.41,54.94,55.16,1
94404284,1,0.62,0.03,105.01,14.7,44.68,46.23,1
89599424,1,0.37,0.04,198.68,5.96,8.68,8.47,1
53400689,1,0.78,0.04,198.35,29.75,7.83,7.76,1
68661649,1,0.78,0.06,157.46,22.04,15.6,16.05,1
78870982,1,0.21,0.01,138.76,9.71,17.03,17.26,1
62583011,1,0.55,0.01,92.86,0.93,24.89,25.48,1
49502630,1,0.82,0.06,166.45,8.32,19.87,18.92,1
57032213,1,0.62,0.06,86.4,10.37,19.58,19.97,1
42885624,1,0.28,0.01,192.23,26.91,20.72,19.85,1
57398391,1,0.64,0.09,105.97,10.6,8.26,7.88,1
11695021,1,0.41,0.06,150.63,9.04,47.88,48.01,1
32793772,1,0.71,0.06,152.14,12.17,9.92,9.97,1
56550415,1,0.34,0.04,81.57,6.53,49.19,49.01,1
57938422,1,0.64,0.03,138.52,16.62,26.27,27.18,1
56633109,1,0.65,0.02,82.04,8.2,11.78,12.26,1
13701741,1,0.78,0.06,181.92,7.28,37.83,38.99,1
77259977,1,0.98,0.12,180.47,19.85,9.75,9.38,1
48263461,1,0.47,0.04,106.93,14.97,26.5,25.83,1
18081248,1,0.66,0.03,180.48,21.66,10.67,10.33,1
56873824,1,0.81,0.11,99.43,5.97,51.48,52.88,1
99183513,1,0.49,0.07,150.4,10.53,23.96,23.52,1
86125602,1,0.72,0.03,178.75,17.88,41.57,40.82,1
73661525,1,0.26,0.01,81.83,4.09,2.88,2.92,1
70727884,1,0.48,0.05,117.56,7.05,11.75,11.8,1
89371195,1,0.74,0.09,133.87,8.03,37.44,38.52,1
16882248,1,0.66,0.03,97.49,14.62,28.87,28.13,1
83044762,1,0.65,0.03,106.18,4.25,51.62,54.08,1
93305324,1,0.64,0.07,187.36,9.37,57.36,56.84,1
74349423,1,0.57,0.03,101.32,5.07,43.86,45.4,1
69736813,1,0.6,0.04,132.12,17.18,7.17,7.37,1
53548079,1,0.73,0.03,172.2,6.89,35.01,33.98,1
87735421,1,0.25,0.01,187.97,3.76,46.38,45.11,1
78948570,1,0.7,0.04,132.16,17.18,30.57,31.88,1
60285260,1,0.3,0.01,154.85,17.03,45.9,44.12,1
52627464,1,0.31,0.02,181.99,12.74,2.05,2.04,1
65392784,1,0.47,0.04,179.08,8.95,44.78,45.87,1
90069461,1,0.77,0.02,159.44,9.57,57.75,60.14,1
11575919,1,0.85,0.06,113.29,16.99,10.86,11.34,1
56520950,1,0.89,0.08,145.42,14.54,54.46,54.47,1
51573578,1,0.58,0.03,101.16,7.08,15.25,14.77,1
27545229,1,0.91,0.09,176.07,21.13,2.06,2.13,1
98074323,1,0.58,0.04,148.76,4.46,24.03,24.96,1
83038625,1,0.99,0.08,198.92,11.94,44.25,43.17,1
38907092,1,0.56,0.04,82.08,7.39,11.32,11.33,1
90421798,1,0.92,0.09,94.91,12.34,21.02,21.81,1
27249690,1,0.75,0.1,106.3,8.5,42.39,40.84,1
20872163,1,0.71,0.04,91.41,4.57,14.52,13.97,1
49493214,1,0.56,0.04,113.14,5.66,29.18,30.32,1
93250597,1,0.57,0.01,123.99,16.12,24.64,24.26,1
45239473,1,0.65,0.09,116.29,17.44,51.18,51.47,1
45391797,1,0.54,0.02,97.75,5.87,9.9,10.21,1
72890059,1,0.44,0.04,150.81,19.61,24.34,23.33,1
71229513,1,0.88,0.09,97.67,14.65,10.2,10.23,1
55168766,1,0.23,0.02,127.7,14.05,15.93,15.29,1
85670956,1,0.76,0.02,171.22,6.85,58.43,56.08,1
15076573,1,0.84,0.06,89.01,10.68,21.47,20.74,1
19641401,1,0.79,0.02,178.47,23.2,31.59,32.79,1
36571990,1,0.86,0.09,85.49,7.69,2.31,2.34,1
13705654,1,0.69,0.06,99.04,11.88,47.77,48.52,1
27994250,1,0.44,0.03,99.47,0.99,31.9,31.75,1
63416262,1,0.44,0.05,194.95,5.85,16.92,16.33,1
79805272,1,0.9,0.05,180.73,19.88,24.02,23.0,1
53744555,1,0.25,0.03,152.8,10.7,29.55,30.68,1
52003239,1,0.33,0.04,193.83,15.51,1.73,1.69,1
43233737,1,0.72,0.03,132.09,15.85,21.49,22.26,1
38132901,1,0.38,0.02,148.65,16.35,13.41,13.73,1
21185304,1,0.97,0.02,103.6,1.04,46.22,46.09,1
12393273,1,0.53,0.06,155.98,1.56,13.33,13.44,1
76138498,1,0.73,0.09,101.82,13.24,2.0,1.96,1
34464205,1,0.57,0.01,151.33,22.7,4.14,4.31,1
96691787,1,0.82,0.03,197.44,21.72,35.0,33.68,1
36142097,1,0.6,0.08,143.99,20.16,21.54,21.57,1
81573980,1,0.66,0.06,153.56,21.5,17.52,17.53,1
57479595,1,0.85,0.12,129.28,7.76,3.84,3.83,1
99555919,1,0.26,0.01,117.52,4.7,26.74,26.53,1
88503786,1,0.69,0.01,149.92,20.99,38.86,39.07,1
59324772,1,0.44,0.03,92.29,10.15,59.63,60.37,1
57260352,1,0.68,0.04,139.14,4.17,21.55,21.36,1
79733757,1,0.6,0.02,126.27,6.31,46.28,45.57,1
14158560,1,0.55,0.03,138.88,19.44,2.61,2.74,1
43910057,1,0.97,0.13,99.91,5.99,5.1,5.22,1
12656895,1,0.79,0.1,147.79,8.87,42.66,40.6,1
37914238,1,0.81,0.08,164.46,8.22,56.3,55.41,1
72672420,1,0.71,0.09,87.21,6.1,23.6,24.55,1
33728008,1,0.31,0.04,86.85,8.69,29.08,30.23,1
19067523,1,0.27,0.02,181.86,20.0,56.22,58.47,1
67013522,1,0.26,0.04,114.85,3.45,9.82,10.3,1
39712519,1,0.74,0.1,178.23,3.56,47.54,48.04,1
37304682,1,0.21,0.0,114.05,11.41,20.0,20.14,1
35299163,1,0.32,0.03,131.7,9.22,47.39,49.65,1
94419837,1,0.9,0.07,194.64,9.73,24.92,25.86,1
50162229,1,0.74,0.03,170.05,5.1,33.52,34.56,1
16653755,1,0.73,0.08,87.92,6.15,20.74,21.3,1
83470434,1,0.43,0.05,124.82,6.24,45.85,44.58,1
42536545,1,0.67,0.02,143.07,2.86,49.83,51.89,1
95204212,1,0.86,0.08,175.74,3.51,6.62,6.49,1
75344044,1,0.76,0.03,127.09,17.79,45.77,44.33,1
82854573,1,0.26,0.02,178.15,1.78,54.58,53.41,1
31186159,1,0.44,0.01,109.17,13.1,12.01,11.59,1
48765006,1,0.98,0.1,98.67,10.85,15.15,14.55,1
86312072,1,0.96,0.14,106.84,16.03,21.71,22.26,1
18893462,1,0.84,0.07,99.16,12.89,48.62,47.39,1
39374129,1,0.31,0.02,132.17,3.97,38.81,39.42,1
78712118,1,0.73,0.05,93.27,10.26,12.81,12.3,1
87895362,1,0.55,0.04,124.31,13.67,33.85,34.66,1
49465045,1,0.67,0.03,86.95,10.43,22.69,22.21,1
83430319,1,0.9,0.07,125.26,5.01,25.88,26.09,1
26744797,1,0.58,0.02,167.8,8.39,51.36,53.23,1
69004239,1,0.55,0.01,178.69,21.44,2.13,2.08,1
