deployment_id,replicas,initial_cpu,applied_cpu,initial_avg_memory_consumption,applied_memory_consumption,initial_avg_latency,applied_latency,label
69291474,1,0.75,0.61,120.35,97.48,5.27,5.35,0
76549915,1,0.51,0.48,158.1,145.45,38.36,37.35,0
13313646,1,0.36,0.31,125.64,104.28,43.96,42.75,0
97463464,1,0.49,0.41,148.93,125.1,6.42,6.16,0
47199178,1,0.34,0.29,90.36,77.71,57.89,58.54,0
59679230,1,0.74,0.65,116.33,93.06,30.48,29.99,0
71095339,1,0.81,0.67,131.07,111.41,7.73,7.96,0
19647008,1,0.62,0.51,145.62,131.06,36.38,36.15,0
68381928,1,0.86,0.71,198.67,176.82,50.61,52.93,0
33771169,1,0.57,0.55,189.99,186.19,42.36,40.24,0
37152709,1,0.96,0.81,137.87,114.43,9.57,9.42,0
42483573,1,0.24,0.21,96.65,89.88,16.29,16.59,0
93630006,1,0.7,0.59,153.73,144.51,48.58,50.61,0
44175317,1,0.32,0.26,94.12,87.53,50.84,51.65,0
52655475,1,0.25,0.24,172.59,165.69,6.6,6.72,0
32988543,1,0.67,0.59,158.67,145.98,24.05,23.7,0
82867689,1,0.22,0.19,91.1,74.7,5.58,5.36,0
28579823,1,0.82,0.68,167.29,148.89,2.36,2.37,0
44368133,1,0.79,0.77,169.81,161.32,55.42,52.79,0
93521635,1,0.82,0.66,135.88,127.73,44.55,44.67,0
72945676,1,0.52,0.44,176.88,146.81,8.43,8.24,0
16408682,1,0.77,0.63,190.54,158.15,45.81,45.49,0
55531925,1,0.64,0.52,154.14,140.27,56.05,57.51,0
15312170,1,0.99,0.86,113.78,93.3,25.25,26.36,0
19601249,1,0.81,0.69,129.22,125.34,1.17,1.19,0
73459865,1,0.22,0.18,159.54,135.61,33.91,34.98,0
12967992,1,0.78,0.67,175.54,156.23,3.38,3.27,0
37458554,1,0.35,0.32,167.69,159.31,10.21,10.36,0
87525948,1,0.75,0.73,126.39,125.13,28.95,28.59,0
37711085,1,0.45,0.38,134.06,107.25,7.65,7.38,0
88805563,1,0.52,0.42,173.05,140.17,56.42,56.02,0
70640040,1,0.33,0.32,80.51,74.07,17.55,18.16,0
53625566,1,0.47,0.38,172.49,141.44,40.17,39.24,0
32384041,1,0.9,0.87,105.71,100.42,16.79,16.32,0
76001781,1,0.65,0.58,97.28,79.77,33.79,33.24,0
42974274,1,0.41,0.36,191.12,183.48,54.8,53.63,0
85382210,1,0.42,0.37,111.32,97.96,44.16,44.5,0
80458958,1,0.99,0.8,179.45,170.48,11.63,11.07,0
33581368,1,0.36,0.29,107.07,94.22,58.13,58.25,0
53794144,1,0.96,0.8,124.71,122.22,54.39,56.02,0
87870929,1,0.94,0.92,93.12,85.67,7.6,7.97,0
20521310,1,0.94,0.75,101.59,86.35,30.81,30.34,0
64056873,1,0.23,0.18,195.0,159.9,10.97,11.0,0
66631741,1,0.69,0.64,121.44,110.51,24.27,23.54,0
18302650,1,0.29,0.24,148.68,129.35,35.47,35.95,0
81877965,1,0.79,0.73,112.65,96.88,6.2,5.96,0
38685967,1,0.49,0.47,157.03,149.18,39.2,40.97,0
32403930,1,0.62,0.55,135.61,117.98,15.48,16.11,0
77685134,1,0.53,0.49,191.12,173.92,53.28,52.16,0
30253713,1,1.0,0.94,105.66,92.98,57.55,57.09,0
84534282,1,0.5,0.49,130.23,113.3,10.94,10.46,0
61578164,1,0.79,0.71,100.13,93.12,57.9,59.97,0
32200228,1,0.44,0.37,170.95,158.98,34.29,33.97,0
90181473,1,0.7,0.64,123.75,120.04,56.3,58.26,0
54633515,1,0.62,0.5,183.02,148.25,21.03,21.05,0
26775826,1,0.48,0.39,190.82,181.28,57.15,57.56,0
50921379,1,0.42,0.37,195.73,183.99,13.89,14.16,0
72353800,1,0.91,0.81,91.91,87.31,41.59,40.48,0
84597954,1,0.43,0.42,189.07,160.71,20.34,21.0,0
51147906,1,0.56,0.46,93.04,89.32,51.63,49.75,0
60109742,1,0.28,0.24,154.29,152.75,33.98,32.51,0
18924537,1,0.82,0.68,85.26,72.47,58.63,60.79,0
73068371,1,0.82,0.7,167.39,160.69,37.58,37.25,0
16463750,1,0.25,0.23,127.18,103.02,3.06,3.07,0
85285659,1,0.53,0.45,163.46,138.94,48.07,48.22,0
87404902,1,0.46,0.44,157.31,147.87,32.76,32.67,0
27446851,1,0.94,0.76,149.56,121.14,53.82,53.54,0
21908000,1,0.84,0.7,163.07,143.5,25.61,25.08,0
56081058,1,0.31,0.25,142.51,125.41,10.72,10.22,0
56356744,1,0.65,0.52,132.14,118.93,42.19,40.51,0
90827085,1,0.29,0.25,103.05,102.02,41.88,41.09,0
47506472,1,0.26,0.22,119.22,103.72,26.38,26.24,0
12357841,1,0.25,0.23,122.57,121.34,22.82,22.58,0
72971629,1,0.55,0.52,175.99,165.43,52.84,53.95,0
62105252,1,0.34,0.31,155.67,141.66,25.0,24.46,0
11008040,1,0.47,0.43,144.58,124.34,25.57,26.79,0
71042421,1,0.76,0.63,80.5,68.42,5.03,4.86,0
15427930,1,0.59,0.48,198.32,188.4,3.79,3.8,0
22960817,1,0.68,0.65,88.66,75.36,55.54,57.25,0
20715635,1,0.6,0.52,130.28,110.74,52.46,54.41,0
44450955,1,0.88,0.77,88.99,82.76,19.08,18.55,0
30841082,1,0.77,0.74,99.48,86.55,32.32,31.05,0
57467308,1,0.47,0.45,181.35,174.1,18.76,18.45,0
33874375,1,0.38,0.33,84.01,78.13,37.28,37.76,0
84234110,1,0.75,0.68,195.94,158.71,37.31,36.64,0
74744685,1,0.31,0.29,158.44,153.69,31.47,32.88,0
15385054,1,0.84,0.75,98.11,86.34,41.7,40.62,0
82029377,1,0.84,0.68,91.67,79.75,11.32,11.86,0
90381578,1,0.49,0.4,103.39,85.81,53.06,52.15,0
98629634,1,0.83,0.8,176.44,146.45,19.9,18.92,0
86743860,1,0.26,0.22,97.25,88.5,31.0,30.89,0
92640980,1,0.97,0.96,102.41,93.19,39.86,41.24,0
21280109,1,0.6,0.48,137.21,133.09,40.79,41.9,0
11211014,1,0.67,0.65,109.59,98.63,10.25,9.96,0
99315730,1,0.9,0.85,144.38,128.5,55.32,57.95,0
82355237,1,0.97,0.81,110.36,107.05,28.16,28.85,0
27232500,1,0.41,0.33,180.59,158.92,50.63,50.41,0
41809122,1,0.68,0.56,83.94,73.87,40.93,42.85,0
87770920,1,0.7,0.61,112.05,89.64,52.39,53.09,0
61245191,1,0.35,0.28,108.98,88.27,26.82,25.96,0
71103326,1,0.68,0.67,153.26,130.27,30.48,31.81,0
98618952,1,0.6,0.49,156.63,126.87,3.2,3.1,0
34677507,1,0.39,0.37,98.68,85.85,50.9,48.41,0
59492577,1,0.26,0.22,181.89,156.43,38.0,39.43,0
81722441,1,0.8,0.64,84.93,78.14,22.53,23.01,0
86196262,1,0.25,0.21,180.01,165.61,59.56,58.02,0
70756011,1,0.25,0.22,173.67,149.36,17.62,16.92,0
94317722,1,0.2,0.19,167.5,152.43,21.81,22.73,0
87474820,1,0.96,0.91,138.98,123.69,50.18,47.78,0
32659183,1,0.86,0.76,89.13,82.89,39.57,39.28,0
71034099,1,0.21,0.18,101.02,91.93,31.35,31.73,0
76370677,1,0.27,0.26,198.71,178.84,4.22,4.33,0
18186009,1,0.42,0.36,178.26,167.56,5.85,5.56,0
60056928,1,0.9,0.84,190.41,180.89,1.84,1.88,0
61359636,1,0.63,0.55,166.72,143.38,8.38,8.54,0
67704945,1,0.56,0.49,160.14,144.13,18.74,19.17,0
61967034,1,0.26,0.24,149.83,142.34,38.69,40.37,0
20966230,1,0.9,0.85,148.51,120.29,6.05,6.22,0
70620062,1,0.97,0.95,130.73,116.35,19.48,19.02,0
21086666,1,0.69,0.59,195.29,171.86,30.21,30.25,0
19183587,1,0.48,0.42,89.39,73.3,48.34,50.56,0
48686657,1,0.96,0.89,195.95,186.15,20.18,20.73,0
83350971,1,0.79,0.77,152.56,125.1,43.08,41.54,0
12392723,1,0.45,0.45,99.1,89.19,31.29,32.85,0
26040076,1,0.78,0.69,124.85,121.1,45.41,44.05,0
11334085,1,0.28,0.22,85.05,73.14,54.38,53.97,0
40830710,1,0.94,0.93,127.11,102.96,37.31,36.09,0
74330762,1,0.36,0.31,187.0,160.82,1.75,1.7,0
17667025,1,0.92,0.85,179.85,163.66,16.89,16.4,0
15006716,1,0.95,0.83,134.42,114.26,43.32,45.23,0
42944222,1,0.64,0.52,171.73,152.84,21.46,21.37,0
15534044,1,0.57,0.51,150.64,126.54,8.28,8.34,0
97906860,1,0.67,0.66,117.95,113.23,18.13,18.78,0
83223670,1,0.84,0.78,82.69,81.04,39.91,40.03,0
66378146,1,0.67,0.65,117.26,102.02,46.01,45.2,0
90206089,1,0.26,0.21,192.01,178.57,36.35,37.91,0
37603904,1,0.86,0.77,110.5,108.29,33.83,32.43,0
42977501,1,0.53,0.44,182.98,159.19,38.59,38.52,0
31198130,1,0.91,0.85,112.6,96.84,34.48,34.2,0
22095686,1,0.43,0.39,123.87,117.68,14.04,13.85,0
76678074,1,0.87,0.78,120.22,108.2,17.13,16.52,0
80026946,1,0.35,0.3,88.81,75.49,57.0,59.47,0
63375054,1,0.48,0.47,89.46,79.62,2.39,2.44,0
58869178,1,0.61,0.57,189.39,172.34,44.33,46.41,0
70648080,1,0.76,0.62,162.71,148.07,24.98,23.96,0
28241312,1,0.66,0.63,182.13,174.84,15.11,15.76,0
24404556,1,0.89,0.73,189.05,168.25,14.68,14.18,0
36722272,1,0.45,0.4,185.7,165.27,17.19,17.53,0
96659044,1,0.52,0.45,137.52,112.77,13.5,13.5,0
16390400,1,0.22,0.18,176.18,142.71,28.76,29.51,0
10618442,1,0.65,0.62,190.02,155.82,43.05,43.19,0
14649671,1,0.73,0.72,120.73,112.28,56.38,55.88,0
55590273,1,0.46,0.38,161.0,149.73,55.07,53.28,0
25281424,1,0.59,0.51,175.74,147.62,37.41,39.25,0
69334287,1,0.76,0.66,125.99,113.39,46.98,49.12,0
71411117,1,0.68,0.65,178.14,172.8,45.19,47.17,0
67337894,1,0.37,0.36,150.12,139.61,11.86,11.71,0
34601196,1,0.77,0.72,90.27,74.92,24.74,23.97,0
58185555,1,0.63,0.57,155.87,140.28,56.72,58.32,0
23362576,1,0.27,0.23,140.95,122.63,54.6,54.04,0
44291308,1,0.6,0.52,157.85,134.17,16.86,16.34,0
36003776,1,0.8,0.64,146.69,120.29,32.95,31.85,0
69632439,1,0.95,0.91,195.21,162.02,7.92,7.62,0
82905258,1,0.6,0.53,146.96,117.57,42.74,42.99,0
40441824,1,0.48,0.4,173.92,170.44,28.01,26.78,0
80833945,1,0.55,0.5,134.54,129.16,59.21,59.95,0
74009992,1,0.76,0.65,162.23,137.9,7.03,7.24,0
12430008,1,0.63,0.5,146.67,143.74,4.6,4.62,0
49733304,1,0.81,0.69,146.77,142.37,21.36,20.88,0
14410108,1,0.7,0.68,180.86,173.63,19.57,20.3,0
80204850,1,0.53,0.49,120.48,109.64,13.14,12.51,0
82049999,1,0.43,0.35,161.29,150.0,54.33,56.64,0
19224632,1,0.54,0.45,175.36,140.29,30.07,29.41,0
11181502,1,0.52,0.47,171.98,163.38,15.01,15.46,0
28138212,1,0.74,0.65,177.9,161.89,41.02,40.02,0
16323194,1,0.54,0.49,143.74,126.49,27.49,27.1,0
80032188,1,0.47,0.43,114.43,97.27,8.98,9.1,0
81959365,1,0.63,0.52,133.19,129.19,48.61,47.19,0
82629018,1,0.27,0.26,192.69,183.06,51.76,51.12,0
68149444,1,0.25,0.23,186.22,160.15,27.56,27.7,0
35178292,1,0.7,0.58,139.56,136.77,7.81,8.11,0
31456569,1,0.74,0.66,119.37,96.69,19.49,18.72,0
44269653,1,0.31,0.26,83.36,73.36,33.02,33.51,0
53590673,1,0.48,0.46,111.41,90.24,22.75,22.38,0
23365184,1,0.34,0.28,185.81,183.95,59.35,58.87,0
86812344,1,0.8,0.7,179.24,164.9,48.31,46.89,0
89789708,1,0.55,0.45,129.07,112.29,6.73,6.74,0
38439180,1,0.71,0.6,189.1,185.32,43.44,41.69,0
90781126,1,0.22,0.18,145.85,128.35,42.55,42.93,0
97709871,1,0.32,0.26,190.62,165.84,58.81,56.47,0
13064285,1,0.91,0.76,188.55,162.15,3.34,3.32,0
78685930,1,0.23,0.21,166.66,159.99,4.89,5.11,0
89876894,1,0.91,0.83,134.18,128.81,30.42,29.62,0
86055300,1,0.34,0.34,149.48,134.53,6.79,7.11,0
86066996,1,0.96,0.88,132.24,107.11,19.28,18.69,0
33791406,1,0.45,0.36,155.81,129.32,43.34,43.18,0
93357316,1,0.45,0.39,174.1,147.98,21.32,21.96,0
77841710,1,0.37,0.34,84.4,73.43,53.36,55.87,0
22252398,1,0.52,0.44,189.25,174.11,29.21,28.67,0
33893987,1,0.92,0.87,102.01,84.67,29.66,29.53,0
15162281,1,0.82,0.71,100.68,97.66,18.51,18.88,0
66818833,1,0.37,0.36,174.96,162.71,25.57,25.13,0
43759715,1,0.69,0.62,128.99,113.51,22.15,21.15,0
18641059,1,0.23,0.19,173.11,138.49,22.57,23.21,0
43010224,1,0.4,0.34,107.98,93.94,56.51,58.84,0
87856607,1,0.68,0.6,101.27,91.14,39.99,39.06,0
56044302,1,0.92,0.86,88.95,83.61,25.11,24.09,0
18551328,1,0.81,0.77,120.04,118.84,39.74,41.0,0
79200849,1,0.64,0.61,178.98,144.97,29.69,30.72,0
61546436,1,0.99,0.84,181.85,161.85,50.29,48.74,0
75279720,1,0.4,0.33,152.47,140.27,10.62,10.53,0
69291526,1,0.76,0.63,157.35,149.48,40.28,39.24,0
50060655,1,0.56,0.53,85.06,75.7,46.71,47.07,0
80540052,1,0.36,0.32,167.35,157.31,13.94,13.75,0
19373281,1,0.71,0.62,97.28,95.33,39.05,38.29,0
95542457,1,0.94,0.82,181.0,175.57,43.01,44.74,0
64001436,1,0.82,0.73,84.87,68.74,9.94,10.3,0
28507227,1,0.4,0.38,86.17,76.69,11.29,11.57,0
51529504,1,0.21,0.17,174.89,141.66,16.5,16.75,0
74364269,1,0.37,0.33,190.79,188.88,4.03,3.83,0
56139470,1,0.85,0.76,155.54,132.21,10.22,10.62,0
93934598,1,0.76,0.62,193.68,164.63,10.54,10.41,0
37491477,1,0.57,0.52,143.05,115.87,3.63,3.74,0
91690107,1,0.26,0.24,115.13,96.71,30.47,31.14,0
26843639,1,0.35,0.35,122.11,107.46,7.14,7.3,0
32757623,1,0.26,0.23,116.61,101.45,47.49,45.7,0
13278433,1,0.34,0.33,154.61,139.15,29.37,28.32,0
63273134,1,0.91,0.82,140.46,123.6,53.94,55.88,0
62669488,1,0.4,0.38,167.61,144.14,35.63,35.95,0
26631880,1,0.63,0.59,164.81,143.38,48.76,46.47,0
25258961,1,0.28,0.23,97.45,94.53,51.2,49.28,0
20348639,1,0.48,0.43,184.73,149.63,17.88,17.1,0
65251666,1,0.32,0.31,141.13,131.25,33.26,33.69,0
78826236,1,0.88,0.75,122.61,107.9,24.14,24.31,0
84159574,1,0.51,0.45,174.11,170.63,27.91,26.83,0
29328663,1,0.92,0.79,144.74,123.03,33.94,35.58,0
54450569,1,0.81,0.78,123.52,100.05,11.83,11.93,0
31654119,1,0.88,0.73,145.99,124.09,40.2,41.28,0
29417831,1,0.71,0.61,118.47,97.15,23.17,23.8,0
65967446,1,0.26,0.25,93.54,83.25,20.28,21.15,0
40882260,1,0.67,0.54,166.26,154.62,41.47,42.01,0
83592740,1,0.47,0.41,139.71,125.74,20.9,21.7,0
91851666,1,0.94,0.9,176.41,157.0,55.08,52.67,0
52186609,1,0.54,0.48,102.6,94.39,23.92,24.77,0
37191786,1,0.75,0.7,183.77,148.85,34.65,33.46,0
74368638,1,0.58,0.47,115.89,106.62,6.73,7.04,0
70058146,1,0.91,0.73,92.39,91.47,31.61,30.14,0
34093182,1,0.55,0.5,193.04,177.6,28.38,27.8,0
82194532,1,0.54,0.53,127.25,105.62,1.04,1.06,0
44469517,1,0.94,0.77,90.65,82.49,35.18,36.29,0
33047320,1,0.82,0.68,106.21,104.09,36.39,35.69,0
63773028,1,0.95,0.76,171.47,161.18,26.57,26.67,0
62969823,1,0.56,0.52,101.39,96.32,30.83,29.54,0
31910358,1,0.27,0.25,169.55,140.73,10.46,10.43,0
57154534,1,0.46,0.37,153.0,131.58,4.96,4.93,0
40116979,1,0.97,0.93,143.41,136.24,2.4,2.43,0
94126032,1,0.67,0.57,187.51,181.88,41.56,43.46,0
31035398,1,0.85,0.68,139.32,118.42,15.72,15.68,0
92257295,1,0.91,0.9,112.52,109.14,27.57,27.9,0
29179435,1,0.46,0.43,197.44,173.75,40.81,40.62,0
78280423,1,0.32,0.3,117.09,105.38,13.23,12.98,0
28935906,1,0.63,0.62,121.89,101.17,17.23,17.46,0
86391029,1,0.45,0.44,111.98,98.54,16.96,16.94,0
11746112,1,0.85,0.78,119.38,102.67,6.35,6.38,0
48965045,1,0.46,0.38,169.79,166.39,58.12,58.8,0
65106063,1,0.72,0.71,136.85,125.9,13.01,12.49,0
78067190,1,0.84,0.68,95.46,92.6,41.48,41.15,0
99095239,1,0.25,0.23,98.2,82.49,45.29,45.27,0
86151219,1,0.55,0.54,102.23,90.98,26.01,26.28,0
61912359,1,0.55,0.51,145.79,135.58,58.94,57.79,0
23468758,1,0.33,0.27,99.89,95.89,18.7,18.93,0
70131823,1,0.48,0.47,156.38,154.82,20.19,19.69,0
21923953,1,0.47,0.45,109.26,90.69,1.96,1.97,0
13867390,1,0.49,0.44,153.86,135.4,18.88,18.85,0
42260923,1,0.47,0.38,110.39,92.73,15.97,15.45,0
19704646,1,0.73,0.71,127.39,124.84,46.8,46.53,0
63206697,1,0.87,0.75,154.44,131.27,49.58,48.91,0
21302221,1,0.56,0.48,174.61,139.69,9.01,9.3,0
89578230,1,0.99,0.9,175.12,164.61,35.65,35.44,0
53954460,1,0.31,0.3,114.06,100.37,52.35,50.19,0
28946334,1,0.88,0.71,192.14,176.77,5.96,5.7,0
43445776,1,0.69,0.65,192.8,160.02,29.21,29.42,0
57957204,1,0.34,0.3,191.75,157.23,5.45,5.48,0
19273615,1,0.31,0.25,160.98,151.32,9.09,8.97,0
64009928,1,0.81,0.68,190.26,180.75,45.13,43.97,0
32762401,1,0.25,0.2,152.93,146.81,16.33,15.97,0
70985569,1,0.7,0.57,112.77,102.62,45.23,44.72,0
39926611,1,0.69,0.58,109.21,97.2,15.3,15.92,0
73935273,1,0.77,0.72,159.37,156.18,46.41,47.82,0
88308927,1,0.38,0.34,186.93,177.58,55.52,56.65,0
32771609,1,0.84,0.81,122.86,105.66,1.5,1.5,0
53768853,1,0.44,0.38,150.79,140.23,48.39,48.25,0
95713641,1,0.97,0.95,84.66,78.73,51.08,51.57,0
54035665,1,0.37,0.33,106.69,102.42,14.46,13.85,0
92619322,1,0.78,0.66,179.13,143.3,51.91,50.58,0
82498983,1,0.26,0.25,180.35,169.53,12.42,12.27,0
92678962,1,0.76,0.67,186.43,167.79,16.1,15.63,0
46876625,1,0.38,0.35,126.74,115.33,40.53,38.64,0
49216315,1,0.9,0.8,159.68,140.52,8.16,8.5,0
21655886,1,0.89,0.87,193.3,168.17,5.79,5.6,0
56062019,1,0.93,0.79,118.33,100.58,37.06,36.32,0
59811111,1,0.57,0.51,180.0,174.6,51.41,49.01,0
60954358,1,0.44,0.43,198.98,196.99,53.98,53.11,0
29652635,1,0.31,0.27,114.13,106.14,48.89,49.76,0
22821065,1,0.86,0.75,128.78,127.49,7.87,8.08,0
24583205,1,0.28,0.24,190.68,177.33,16.66,16.97,0
41648066,1,0.59,0.48,98.42,81.69,1.19,1.17,0
74421028,1,0.35,0.29,148.46,120.25,21.6,21.59,0
67683323,1,0.87,0.8,198.14,196.16,36.77,35.45,0
19320177,1,0.54,0.52,146.14,116.91,58.41,58.47,0
64733507,1,0.27,0.23,164.64,154.76,16.17,16.56,0
91480005,1,0.84,0.68,86.75,71.13,18.21,17.4,0
42246109,1,0.58,0.47,148.41,143.96,10.38,9.93,0
83211349,1,0.73,0.72,103.56,82.85,17.23,16.55,0
82270791,1,0.48,0.43,85.55,80.42,10.0,10.44,0
12664887,1,0.82,0.69,194.0,157.14,15.57,16.25,0
51756289,1,0.59,0.54,138.32,110.66,54.02,51.7,0
97781017,1,0.98,0.88,92.99,85.55,10.47,10.3,0
44735436,1,0.58,0.56,120.74,107.46,42.44,44.25,0
74321144,1,0.74,0.71,150.52,127.94,3.7,3.69,0
98929866,1,0.42,0.36,153.15,137.84,6.43,6.16,0
10460209,1,0.87,0.73,123.71,103.92,8.04,7.8,0
77683024,1,0.5,0.45,121.36,114.08,46.85,47.25,0
10374896,1,0.78,0.66,91.82,82.64,50.0,50.7,0
17636277,1,0.83,0.66,145.16,142.26,37.89,38.9,0
33438241,1,0.51,0.43,194.72,175.25,17.59,18.25,0
96779918,1,0.83,0.79,137.36,134.61,32.92,32.52,0
62900305,1,0.67,0.63,128.62,111.9,51.08,51.51,0
20561867,1,1.0,0.87,171.93,149.58,4.94,4.85,0
72081949,1,0.41,0.36,100.45,96.43,30.39,29.6,0
29261577,1,0.45,0.44,150.42,124.85,31.76,32.2,0
99624600,1,0.68,0.61,132.39,113.86,6.92,6.82,0
74301665,1,0.78,0.72,102.84,86.39,17.08,16.24,0
72847908,1,0.43,0.37,93.64,80.53,9.54,9.79,0
74422566,1,0.24,0.22,102.77,88.38,15.89,16.24,0
84275108,1,0.74,0.7,187.51,161.26,22.36,21.95,0
17698999,1,0.89,0.81,94.2,85.72,51.81,52.25,0
50880159,1,0.59,0.56,144.73,118.68,7.2,6.95,0
58940822,1,0.83,0.74,104.43,93.99,38.07,39.1,0
47382213,1,0.74,0.65,102.38,89.07,17.2,17.95,0
60791665,1,0.99,0.94,141.86,123.42,34.08,35.12,0
61116403,1,0.28,0.26,195.84,164.51,7.2,6.91,0
37845063,1,0.95,0.79,151.85,133.63,23.33,23.28,0
40009285,1,0.53,0.5,137.46,116.84,15.35,15.85,0
69133485,1,0.94,0.83,167.85,157.78,33.98,33.01,0
54725092,1,0.7,0.64,178.97,143.18,37.9,38.66,0
37036566,1,0.79,0.66,168.94,160.49,5.03,5.24,0
80548493,1,0.88,0.72,188.13,182.49,27.14,26.45,0
48819394,1,0.87,0.77,185.4,150.17,43.92,43.6,0
93652241,1,0.67,0.57,107.99,89.63,32.07,31.59,0
80623127,1,0.45,0.37,110.4,89.42,20.9,21.26,0
23017876,1,0.51,0.46,188.55,165.92,47.89,47.25,0
50352092,1,0.33,0.32,80.13,78.53,46.65,47.21,0
15848984,1,0.74,0.66,89.56,85.08,47.78,47.83,0
69251624,1,0.67,0.66,158.94,135.1,52.12,52.56,0
35331613,1,0.73,0.67,90.81,79.91,23.89,23.96,0
44659942,1,0.39,0.33,146.04,140.2,33.58,34.29,0
94357064,1,0.51,0.46,181.38,177.75,38.54,36.94,0
36378381,1,0.48,0.47,111.79,107.32,2.25,2.18,0
44285184,1,0.47,0.4,171.18,164.33,29.84,29.13,0
18882430,1,0.48,0.45,164.11,155.9,31.28,32.65,0
56204967,1,0.87,0.71,80.27,76.26,28.85,29.56,0
42539765,1,0.25,0.21,166.02,146.1,3.08,3.19,0
15302509,1,0.89,0.72,146.15,143.23,19.16,18.78,0
86626630,1,0.78,0.63,171.11,145.44,30.21,30.55,0
37005356,1,0.52,0.5,113.96,99.15,46.42,48.48,0
39383223,1,0.73,0.63,89.48,79.64,18.43,18.2,0
53197619,1,0.29,0.27,184.39,151.2,41.93,41.53,0
75414953,1,0.69,0.57,103.91,89.36,38.49,39.94,0
35021373,1,0.33,0.31,182.86,160.92,21.1,21.49,0
18476689,1,0.5,0.49,124.68,102.24,26.56,27.73,0
54932115,1,0.34,0.31,104.46,101.33,19.7,20.37,0
16424513,1,0.97,0.84,168.18,163.13,8.4,8.65,0
14095424,1,0.31,0.25,184.72,149.62,57.89,57.46,0
65253325,1,0.79,0.66,187.51,178.13,38.92,38.37,0
71336990,1,0.26,0.23,156.71,145.74,45.77,47.43,0
28026376,1,0.84,0.73,142.5,119.7,41.87,40.88,0
54562429,1,0.46,0.42,81.79,70.34,9.56,9.27,0
86280692,1,0.28,0.24,151.26,124.03,17.52,17.9,0
59728227,1,0.89,0.76,191.48,176.16,14.17,13.83,0
28105298,1,0.71,0.6,94.47,93.53,9.31,9.7,0
46083521,1,0.6,0.58,97.03,77.62,40.28,40.84,0
47836860,1,0.48,0.42,137.62,122.48,47.17,45.11,0
48677380,1,0.43,0.43,132.41,125.79,56.52,57.05,0
18794439,1,0.48,0.4,135.46,127.33,58.48,59.43,0
71301132,1,0.56,0.5,106.71,103.51,30.08,28.7,0
90989612,1,0.3,0.28,159.34,146.59,7.12,7.47,0
27746605,1,0.34,0.33,146.49,121.59,42.55,40.64,0
